1,52.483570765056164
2,49.35275206250873
3,53.314738720091654
4,57.71182193357917
5,48.934445338646746
6,48.93124221263841
7,57.982896873997795
8,53.89712254407415
9,47.673926155614154
10,52.683706844477726
11,47.59171580618012
12,47.50637546686874
13,50.95941455650678
14,40.0861800669988
15,40.919412912752854
16,46.61247489800624
17,44.22820749649383
18,50.72064419717794
19,44.45498265160984
20,41.76799161636655
21,55.98093654512165
22,47.335836470093255
23,48.60329747956659
24,40.93184102255222
25,45.11265790806558
26,48.15731844212945
27,41.605099478163844
28,48.98523395249864
29,43.83963141177149
30,45.10993463906914
31,43.275042512717455
32,55.249831558104475
33,45.61561472036271
34,40.07910684941181
35,49.154955434058735
36,38.602701980447065
37,45.40616171535249
38,34.20876785391398
39,37.00193411359374
40,44.253510326428135
41,46.578596279943625
42,43.351011752380835
43,41.514814636241546
44,40.17753568217782
45,33.87169103890548
46,37.237714399744895
47,38.09790511196735
48,45.24254666081345
49,41.22268300970987
50,30.22901514175779
51,40.196379682122476
52,36.174565479979506
53,34.23181291788006
54,40.183837494953316
55,41.78223418871641
56,40.778327540715736
57,31.413604091558295
58,33.54463558702571
59,36.221429983257075
60,38.91083398130668
61,31.0989852959105
62,32.02223667296815
63,26.8686348004186
64,25.863335565916735
65,35.34551726926316
66,37.497249421096676
67,29.783984223941914
68,34.58469362386002
69,30.79339810646969
70,25.17318981859314
71,29.614907580867097
72,34.90301359904407
73,26.434553192929457
74,33.83389805406793
75,12.30528790488522
76,28.903391445774883
77,24.615707223982852
78,22.068952131508095
79,23.403431303009043
80,12.384741265517482
81,20.599703839645635
82,22.856822474415864
83,27.831845627832962
84,17.220260717313494
85,15.136702541005633
86,16.03646864864384
87,22.487074989752017
88,18.917560744221525
89,13.987878585188938
90,18.56522840125376
91,15.846031644189091
92,19.565366484514218
93,10.573322687612876
94,11.806877073134833
95,10.846603701441937
96,4.852087281366758
97,13.013545572105983
98,12.202470811584591
99,10.288183299392287
100,8.45647607175643
101,1.9209303559618247
102,6.2647083660884455
103,6.026493351058951
104,3.1029914486664936
